,コード,銘柄名,33業種コード,33業種区分
2818,6417,SANKYO,3600,機械
2819,6418,日本金銭機械,3600,機械
2820,6419,マースグループホールディングス,3600,機械
2821,6420,ガリレイ,3600,機械
2822,6424,高見沢サイバネティックス,3600,機械
2823,6425,ユニバーサルエンターテインメント,3600,機械
2824,6428,オーイズミ,3600,機械
2825,6430,ダイコク電機,3600,機械
2826,6432,竹内製作所,3600,機械
2827,6433,ヒーハイスト,3600,機械
2828,6436,アマノ,3600,機械
2829,6440,JUKI,3600,機械
2830,6444,サンデン,3600,機械
2831,6445,ジャノメ,3600,機械
2832,6448,ブラザー工業,3650,電気機器
2833,6454,マックス,3600,機械
2834,6455,モリタホールディングス,3700,輸送用機器
2835,6457,グローリー,3600,機械
2836,6458,新晃工業,3600,機械
2837,6459,大和冷機工業,3600,機械
2838,6460,セガサミーホールディングス,3600,機械
2839,6463,TPR,3600,機械
2840,6464,ツバキ・ナカシマ,3600,機械
2841,6465,ホシザキ,3600,機械
2842,6466,TVE,3600,機械
2843,6467,ニチダイ,3600,機械
2844,6469,放電精密加工研究所,3600,機械
2845,6470,大豊工業,3600,機械
2846,6471,日本精工,3600,機械
2847,6472,NTN,3600,機械
2848,6473,ジェイテクト,3600,機械
2849,6474,不二越,3600,機械
2850,6479,ミネベアミツミ,3650,電気機器
2851,6480,日本トムソン,3600,機械
2852,6481,THK,3600,機械
2853,6482,YUSHIN,3600,機械
2854,6484,KVK,3600,機械
2855,6485,前澤給装工業,3600,機械
2856,6486,イーグル工業,3600,機械
2857,6488,ヨシタケ,3600,機械
2858,6489,前澤工業,3600,機械
2859,6490,PILLAR,3600,機械
2860,6492,岡野バルブ製造,3600,機械
2861,6493,NITTAN,3700,輸送用機器
2862,6494,NFKホールディングス,3600,機械
2863,6495,宮入バルブ製作所,3600,機械
2864,6496,中北製作所,3600,機械
2865,6497,ハマイ,3600,機械
2866,6498,キッツ,3600,機械
2867,6501,日立製作所,3650,電気機器
2868,6503,三菱電機,3650,電気機器
2869,6504,富士電機,3650,電気機器
2870,6505,東洋電機製造,3650,電気機器
2871,6506,安川電機,3650,電気機器
2872,6507,シンフォニアテクノロジー,3650,電気機器
2873,6508,明電舎,3650,電気機器
2874,6513,オリジン,3650,電気機器
2875,6516,山洋電気,3650,電気機器
2876,6517,デンヨー,3650,電気機器
2877,6518,三相電機,3650,電気機器
2878,6521,オキサイド,3650,電気機器
2879,6522,アスタリスク,3650,電気機器
2880,6523,PHCホールディングス,3650,電気機器
2881,6524,湖北工業,3650,電気機器
2882,6525,KOKUSAI　ELECTRIC,3650,電気機器
2883,6526,ソシオネクスト,3650,電気機器
2884,6527,ワカ製作所,3650,電気機器
2885,6532,ベイカレント,9050,サービス業
2886,6533,Orchestra　Holdings,9050,サービス業
2887,6535,アイモバイル,9050,サービス業
2888,6537,WASHハウス,9050,サービス業
2889,6538,ディスラプターズ,9050,サービス業
2890,6539,MS-Japan,9050,サービス業
2891,6540,船場,9050,サービス業
2892,6543,日宣,9050,サービス業
2893,6544,ジャパンエレベーターサービスホールディングス,9050,サービス業
2894,6545,インターネットインフィニティー,9050,サービス業
2895,6546,フルテック,9050,サービス業
2896,6547,グリーンズ,9050,サービス業
2897,6548,旅工房,9050,サービス業
2898,6549,ディーエムソリューションズ,9050,サービス業
2899,6551,ツナググループ・ホールディングス,9050,サービス業
2900,6552,GameWith,9050,サービス業
2901,6554,エスユーエス,9050,サービス業
2902,6555,MS&Consulting,9050,サービス業
2903,6557,AIAIグループ,9050,サービス業
2904,6558,クックビズ,9050,サービス業
2905,6560,エル・ティー・エス,9050,サービス業
2906,6561,HANATOUR　JAPAN,9050,サービス業
2907,6562,ジーニー,9050,サービス業
2908,6563,みらいワークス,9050,サービス業
2909,6564,ミダックホールディングス,9050,サービス業
2910,6565,ABホテル,9050,サービス業
2911,6566,要興業,9050,サービス業
2912,6568,神戸天然物化学,9050,サービス業
2913,6570,共和コーポレーション,9050,サービス業
2914,6571,キュービーネットホールディングス,9050,サービス業
2915,6572,オープングループ,9050,サービス業
2916,6573,CRAVIA,9050,サービス業
2917,6574,コンヴァノ,9050,サービス業
2918,6576,揚工舎,9050,サービス業
2919,6577,ベストワンドットコム,9050,サービス業
2920,6578,コレックホールディングス,9050,サービス業
2921,6579,ログリー,9050,サービス業
2922,6580,ライトアップ,9050,サービス業
2923,6584,三櫻工業,3700,輸送用機器
2924,6586,マキタ,3600,機械
2925,6588,東芝テック,3650,電気機器
2926,6590,芝浦メカトロニクス,3650,電気機器
2927,6592,マブチモーター,3650,電気機器
2928,6594,ニデック,3650,電気機器
2929,6596,筑波精工,3650,電気機器
2930,6597,HPCシステムズ,3650,電気機器
2931,6599,エブレン,3650,電気機器
2932,6612,バルミューダ,3650,電気機器
2933,6613,QDレーザ,3650,電気機器
2934,6614,シキノハイテック,3650,電気機器
2935,6615,ユー・エム・シー・エレクトロニクス,3650,電気機器
2936,6616,トレックス・セミコンダクター,3650,電気機器
2937,6617,東光高岳,3650,電気機器
2938,6619,ダブル・スコープ,3650,電気機器
2939,6620,宮越ホールディングス,8050,不動産業
2940,6622,ダイヘン,3650,電気機器
2941,6625,JALCOホールディングス,8050,不動産業
2942,6626,SEMITEC,3650,電気機器
2943,6627,テラプローブ,3650,電気機器
2944,6629,テクノホライゾン,3650,電気機器
2945,6630,ヤーマン,3650,電気機器
2946,6632,JVCケンウッド,3650,電気機器
2947,6633,CGSホールディングス,3650,電気機器
2948,6634,JNグループ,3650,電気機器
2949,6635,大日光・エンジニアリング,3650,電気機器
2950,6637,寺崎電気産業,3650,電気機器
2951,6638,ミマキエンジニアリング,3650,電気機器
2952,6643,戸上電機製作所,3650,電気機器
2953,6644,大崎電気工業,3650,電気機器
2954,6645,オムロン,3650,電気機器
2955,6647,森尾電機,3650,電気機器
2956,6648,かわでん,3650,電気機器
2957,6651,日東工業,3650,電気機器
2958,6652,IDEC,3650,電気機器
2959,6653,正興電機製作所,3650,電気機器
2960,6654,不二電機工業,3650,電気機器
2961,6656,インスペック,3650,電気機器
2962,6658,シライ電子工業,3650,電気機器
2963,6659,メディアリンクス,3650,電気機器
2964,6662,ユビテック,3650,電気機器
2965,6663,太洋テクノレックス,3650,電気機器
2966,6664,オプトエレクトロニクス,3650,電気機器
2967,6666,リバーエレテック,3650,電気機器
2968,6668,アドテック　プラズマ　テクノロジー,3650,電気機器
2969,6670,MCJ,3650,電気機器
2970,6674,ジーエス・ユアサ　コーポレーション,3650,電気機器
2971,6675,サクサ,3650,電気機器
2972,6676,BUFFALO,3650,電気機器
2973,6677,エスケーエレクトロニクス,3650,電気機器
2974,6678,テクノメディカ,3650,電気機器
2975,6694,ズーム,3650,電気機器
2976,6695,キャストリコ,3650,電気機器
2977,6696,トラース・オン・プロダクト,3650,電気機器
2978,6699,ダイヤモンドエレクトリックホールディングス,3650,電気機器
2979,6701,日本電気,3650,電気機器
2980,6702,富士通,3650,電気機器
2981,6703,沖電気工業,3650,電気機器
2982,6706,電気興業,3650,電気機器
2983,6707,サンケン電気,3650,電気機器
2984,6718,アイホン,3650,電気機器
2985,6721,ウインテスト,3650,電気機器
2986,6723,ルネサスエレクトロニクス,3650,電気機器
2987,6724,セイコーエプソン,3650,電気機器
2988,6727,ワコム,3650,電気機器
2989,6728,アルバック,3650,電気機器
2990,6730,アクセル,3650,電気機器
2991,6731,ピクセラ,3650,電気機器
2992,6736,サン電子,3650,電気機器
2993,6737,EIZO,3650,電気機器
2994,6740,ジャパンディスプレイ,3650,電気機器
2995,6741,日本信号,3650,電気機器
2996,6742,京三製作所,3650,電気機器
2997,6743,大同信号,3650,電気機器
2998,6744,能美防災,3650,電気機器
2999,6745,ホーチキ,3650,電気機器
3000,6748,星和電機,3650,電気機器
3001,6750,エレコム,3650,電気機器
3002,6752,パナソニック　ホールディングス,3650,電気機器
3003,6753,シャープ,3650,電気機器
3004,6754,アンリツ,3650,電気機器
3005,6757,OSGコーポレーション,3650,電気機器
3006,6758,ソニーグループ,3650,電気機器
3007,6762,TDK,3650,電気機器
3008,6763,帝国通信工業,3650,電気機器
3009,6768,タムラ製作所,3650,電気機器
3010,6769,ザインエレクトロニクス,3650,電気機器
3011,6770,アルプスアルパイン,3650,電気機器
3012,6771,池上通信機,3650,電気機器
3013,6772,東京コスモス電機,3650,電気機器
3014,6775,TBグループ,3650,電気機器
3015,6776,天昇電気工業,3200,化学
3016,6777,santec　Holdings,3650,電気機器
3017,6778,アルチザネットワークス,3650,電気機器
3018,6779,日本電波工業,3650,電気機器
3019,6785,鈴木,3650,電気機器
3020,6786,RVH,9050,サービス業
3021,6787,メイコー,3650,電気機器
3022,6788,日本トリム,3650,電気機器
3023,6794,フォスター電機,3650,電気機器
3024,6797,名古屋電機工業,3650,電気機器
3025,6798,SMK,3650,電気機器
3026,6800,ヨコオ,3650,電気機器
3027,6803,ティアック,3650,電気機器
3028,6804,ホシデン,3650,電気機器
3029,6806,ヒロセ電機,3650,電気機器
3030,6807,日本航空電子工業,3650,電気機器
3031,6809,TOA,3650,電気機器
3032,6810,マクセル,3650,電気機器
3033,6814,古野電気,3650,電気機器
3034,6817,スミダコーポレーション,3650,電気機器
3035,6819,伊豆シャボテンリゾート,9050,サービス業
3036,6820,アイコム,3650,電気機器
3037,6822,大井電気,3650,電気機器
3038,6823,リオン,3650,電気機器
3039,6824,新コスモス電機,3650,電気機器
3040,6832,アオイ電子,3650,電気機器
3041,6834,精工技研,3650,電気機器
3042,6835,アライドテレシスホールディングス,3650,電気機器
3043,6836,ぷらっとホーム,3650,電気機器
3044,6837,京写,3650,電気機器
3045,6838,多摩川ホールディングス,3650,電気機器
3046,6840,AKIBAホールディングス,3650,電気機器
3047,6841,横河電機,3650,電気機器
3048,6844,新電元工業,3650,電気機器
3049,6845,アズビル,3650,電気機器
3050,6848,東亜ディーケーケー,3650,電気機器
3051,6849,日本光電工業,3650,電気機器
3052,6850,チノー,3650,電気機器
3053,6853,共和電業,3650,電気機器
3054,6855,日本電子材料,3650,電気機器
3055,6856,堀場製作所,3650,電気機器
3056,6857,アドバンテスト,3650,電気機器
3057,6858,小野測器,3650,電気機器
3058,6859,エスペック,3650,電気機器
3059,6861,キーエンス,3650,電気機器
3060,6862,ミナトホールディングス,3650,電気機器
3061,6863,ニレコ,3650,電気機器
3062,6864,エヌエフホールディングス,3650,電気機器
3063,6866,日置電機,3650,電気機器
3064,6867,リーダー電子,3650,電気機器
3065,6869,シスメックス,3650,電気機器
3066,6870,日本フェンオール,3650,電気機器
3067,6871,日本マイクロニクス,3650,電気機器
3068,6874,協立電機,3650,電気機器
3069,6875,メガチップス,3650,電気機器
3070,6877,OBARA　GROUP,3650,電気機器
3071,6882,三社電機製作所,3650,電気機器
3072,6888,アクモス,5250,情報・通信業
3073,6890,フェローテック,3650,電気機器
3074,6894,パルステック工業,3650,電気機器
3075,6897,ツインバード,3650,電気機器
3076,6898,トミタ電機,3650,電気機器
3077,6899,ASTI,3650,電気機器
3078,6901,澤藤電機,3650,電気機器
3079,6902,デンソー,3700,輸送用機器
3080,6904,原田工業,3650,電気機器
3081,6905,コーセル,3650,電気機器
3082,6907,ジオマテック,3650,電気機器
3083,6908,イリソ電子工業,3650,電気機器
3084,6912,菊水ホールディングス,3650,電気機器
3085,6914,オプテックスグループ,3650,電気機器
3086,6915,千代田インテグレ,3650,電気機器
3087,6918,アバールデータ,3650,電気機器
3088,6919,ケル,3650,電気機器
3089,6920,レーザーテック,3650,電気機器
3090,6923,スタンレー電気,3650,電気機器
3091,6925,ウシオ電機,3650,電気機器
3092,6926,岡谷電機産業,3650,電気機器
3093,6927,ヘリオス　テクノ　ホールディング,3650,電気機器
3094,6928,エノモト,3650,電気機器
3095,6929,日本セラミック,3650,電気機器
3096,6932,遠藤照明,3650,電気機器
3097,6941,山一電機,3650,電気機器
3098,6942,ソフィアホールディングス,5250,情報・通信業
3099,6943,NKKスイッチズ,3650,電気機器
3100,6946,日本アビオニクス,3650,電気機器
3101,6947,図研,3650,電気機器
3102,6951,日本電子,3650,電気機器
3103,6952,カシオ計算機,3650,電気機器
3104,6954,ファナック,3650,電気機器
3105,6955,FDK,3650,電気機器
3106,6958,日本シイエムケイ,3650,電気機器
3107,6960,フクダ電子,3650,電気機器
3108,6961,エンプラス,3650,電気機器
3109,6962,大真空,3650,電気機器
3110,6963,ローム,3650,電気機器
3111,6964,サンコー,3650,電気機器
3112,6965,浜松ホトニクス,3650,電気機器
3113,6966,三井ハイテック,3650,電気機器
3114,6969,松尾電機,3650,電気機器
3115,6971,京セラ,3650,電気機器
3116,6976,太陽誘電,3650,電気機器
3117,6977,日本抵抗器製作所,3650,電気機器
3118,6981,村田製作所,3650,電気機器
3119,6982,リード,3700,輸送用機器
3120,6986,双葉電子工業,3650,電気機器
3121,6988,日東電工,3200,化学
3122,6989,北陸電気工業,3650,電気機器
3123,6993,大黒屋ホールディングス,6100,小売業
3124,6994,指月電機製作所,3650,電気機器
3125,6995,東海理化電機製作所,3700,輸送用機器
